text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,page_number_a,page_number_b,label
maximizing benefits when sharing sensitive data:,maximizing benefits when sharing sensitive data:,• Reviewing and clarifying the formal or informal frameworks that govern the collection and,Reviewing and clarifying the formal or informal frameworks that govern the collection and,1.0,11.34,0,0,1,11.0,11.0,0.0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0
• Reviewing and clarifying the formal or informal frameworks that govern the collection and,Reviewing and clarifying the formal or informal frameworks that govern the collection and,sharing of disaggregated data,sharing of disaggregated data,-0.11,11.34,0,1,0,11.0,11.0,0.0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
sharing of disaggregated data,sharing of disaggregated data,"Donors and partners should examine the official, formal requirements and ad-hoc, informal","Donors and partners should examine the official, formal requirements and ad-hoc, informal",-0.08,0.0,1,0,1,11.0,11.0,0.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,4,4,0
"Donors and partners should examine the official, formal requirements and ad-hoc, informal","Donors and partners should examine the official, formal requirements and ad-hoc, informal","requirements of data sharing, and analyse partner and donor staff interpret whether requirements","requirements of data sharing, and analyse partner and donor staff interpret whether requirements",-0.06,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
"requirements of data sharing, and analyse partner and donor staff interpret whether requirements","requirements of data sharing, and analyse partner and donor staff interpret whether requirements",correctly and consistently. They should assess whether there are implicit conditionalities between the,correctly and consistently. They should assess whether there are implicit conditionalities between the,-0.06,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
correctly and consistently. They should assess whether there are implicit conditionalities between the,correctly and consistently. They should assess whether there are implicit conditionalities between the,willingness to share disaggregated data and the ability of different organizations to access and sustain,willingness to share disaggregated data and the ability of different organizations to access and sustain,-0.06,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
willingness to share disaggregated data and the ability of different organizations to access and sustain,willingness to share disaggregated data and the ability of different organizations to access and sustain,funding from donors.,funding from donors.,-0.06,0.0,1,1,0,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
funding from donors.,funding from donors.,• Formalizing and standardizing requests for sensitive data,Formalizing and standardizing requests for sensitive data,1.0,-11.34,0,0,0,11.0,11.0,0.0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0
• Formalizing and standardizing requests for sensitive data,Formalizing and standardizing requests for sensitive data,"When sensitive data is required to meet a mutually agreed objective, donors should formalize and","When sensitive data is required to meet a mutually agreed objective, donors should formalize and",-0.08,11.34,0,0,1,11.0,11.0,0.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,4,4,0
"When sensitive data is required to meet a mutually agreed objective, donors should formalize and","When sensitive data is required to meet a mutually agreed objective, donors should formalize and",standardize their requests for such data. Requests should be made in writing and should specify,standardize their requests for such data. Requests should be made in writing and should specify,-0.06,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
standardize their requests for such data. Requests should be made in writing and should specify,standardize their requests for such data. Requests should be made in writing and should specify,"which data is requested, the format desired, and the intended use of the data. Donors should only","which data is requested, the format desired, and the intended use of the data. Donors should only",-0.06,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
"which data is requested, the format desired, and the intended use of the data. Donors should only","which data is requested, the format desired, and the intended use of the data. Donors should only",request the information required to meet the specified purpose for which it is being requested and,request the information required to meet the specified purpose for which it is being requested and,-0.06,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
request the information required to meet the specified purpose for which it is being requested and,request the information required to meet the specified purpose for which it is being requested and,should indicate a timeline for destruction of the data. Humanitarian organisations should document,should indicate a timeline for destruction of the data. Humanitarian organisations should document,-0.06,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
should indicate a timeline for destruction of the data. Humanitarian organisations should document,should indicate a timeline for destruction of the data. Humanitarian organisations should document,all requests for data and ensure consistency in responding to these requests over time.,all requests for data and ensure consistency in responding to these requests over time.,-0.06,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
all requests for data and ensure consistency in responding to these requests over time.,all requests for data and ensure consistency in responding to these requests over time.,• Investing in data management capacities of staff and organizations,Investing in data management capacities of staff and organizations,1.0,-11.34,0,1,0,11.0,11.0,0.0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0
• Investing in data management capacities of staff and organizations,Investing in data management capacities of staff and organizations,Donors and humanitarian organizations should identify opportunities to invest in building data,Donors and humanitarian organizations should identify opportunities to invest in building data,-0.08,11.34,0,0,1,11.0,11.0,0.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,4,4,0
Donors and humanitarian organizations should identify opportunities to invest in building data,Donors and humanitarian organizations should identify opportunities to invest in building data,management expertise especially for non-technical staff. The donor community is uniquely positioned,management expertise especially for non-technical staff. The donor community is uniquely positioned,-0.06,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
management expertise especially for non-technical staff. The donor community is uniquely positioned,management expertise especially for non-technical staff. The donor community is uniquely positioned,to encourage data responsibility by providing additional resources for training and capacity building.,to encourage data responsibility by  providing additional  resources for training and capacity building.,-0.06,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
to encourage data responsibility by providing additional resources for training and capacity building.,to encourage data responsibility by  providing additional  resources for training and capacity building.,• Adopting common principles for donor data management,Adopting common principles for donor data management,1.0,-11.34,0,1,0,11.0,11.0,0.0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0
• Adopting common principles for donor data management,Adopting common principles for donor data management,The sector already has a range of principles and commitments to inform different aspects of,The sector already has a range of principles and commitments to inform different aspects of,-0.08,11.34,0,0,1,11.0,11.0,0.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,4,4,0
The sector already has a range of principles and commitments to inform different aspects of,The sector already has a range of principles and commitments to inform different aspects of,"humanitarian donorship. 15 However, these do not sufficiently address concerns related to data","humanitarian donorship.15 However, these do not sufficiently address concerns related to data",-0.06,0.0,1,1,0,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
"humanitarian donorship. 15 However, these do not sufficiently address concerns related to data","humanitarian donorship.15 However, these do not sufficiently address concerns related to data",responsibility. Donors and partners should engage in the development of common principles and,responsibility. Donors and partners should engage in the development of common principles and,-0.06,-0.0,1,0,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
responsibility. Donors and partners should engage in the development of common principles and,responsibility. Donors and partners should engage in the development of common principles and,"guidelines for donor data sharing to fill this gap. The Humanitarian Data and Trust Initiativehttps://centre.humdata.org/introducing-the-humanitarian-data-and-trust-initiative/, co-led","guidelines for donor data sharing to fill this gap. The Humanitarian Data and Trust Initiative, co-led",-0.06,0.0,1,1,0,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
"guidelines for donor data sharing to fill this gap. The Humanitarian Data and Trust Initiativehttps://centre.humdata.org/introducing-the-humanitarian-data-and-trust-initiative/, co-led","guidelines for donor data sharing to fill this gap. The Humanitarian Data and Trust Initiative, co-led","by the Government of Switzerland, the ICRC, and the Centre, offers a platform to facilitate this process","by the Government of Switzerland, the ICRC, and the Centre, offers a platform to facilitate this process",-0.06,0.0,1,0,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
"by the Government of Switzerland, the ICRC, and the Centre, offers a platform to facilitate this process","by the Government of Switzerland, the ICRC, and the Centre, offers a platform to facilitate this process",as part of its ongoing work to build trust through dialogue.,as part of its ongoing work to build trust through dialogue.,-0.06,0.0,1,1,0,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
as part of its ongoing work to build trust through dialogue.,as part of its ongoing work to build trust through dialogue.,Organizations are encouraged to share their experience in responsible data sharing with donors with the,Organizations are encouraged to share their experience in responsible data sharing with donors with the,1.04,-22.68,0,0,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0
Organizations are encouraged to share their experience in responsible data sharing with donors with the,Organizations are encouraged to share their experience in responsible data sharing with donors with the,Centre for Humanitarian Data via centrehumdata@un.orgmailto:centrehumdata%40un.org?subject= .,Centre for Humanitarian Data via centrehumdata@un.org.,-0.06,0.0,1,1,0,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,4,1
Centre for Humanitarian Data via centrehumdata@un.orgmailto:centrehumdata%40un.org?subject= .,Centre for Humanitarian Data via centrehumdata@un.org.,"14 ICRC, 2020. Handbook on data protection in humanitarian action.https://www.icrc.org/en/data-protection-humanitarian-action-handbook","14  ICRC, 2020. Handbook on data protection in humanitarian action.",6.64,-0.16,1,0,0,11.0,4.52,-6.48,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0
"14 ICRC, 2020. Handbook on data protection in humanitarian action.https://www.icrc.org/en/data-protection-humanitarian-action-handbook","14  ICRC, 2020. Handbook on data protection in humanitarian action.",15 Examples include the Good Humanitarian Donorship Initiative and the Grand Bargain.https://www.ghdinitiative.org/ghd/gns/home-page.html,15  Examples include the Good Humanitarian Donorship Initiative and the Grand Bargain.,0.56,0.0,1,0,0,4.52,4.52,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,4,1
15 Examples include the Good Humanitarian Donorship Initiative and the Grand Bargain.https://www.ghdinitiative.org/ghd/gns/home-page.html,15  Examples include the Good Humanitarian Donorship Initiative and the Grand Bargain.,THE CENTRE FOR HUMANITARIAN DATAhttps://centre.humdata.org/ DECEMBER 2020 4,THE CENTRE FOR HUMANITARIAN DATA,1.5,-0.41,1,0,0,4.52,8.0,3.48,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,4,1
COLLABORATORS: THE HUMANITARIAN POLICY GROUP AT ODI; INTERNATIONAL COMMITTEE OF THE RED CROSS;https://www.odi.org/our-work/programmes/humanitarian-policy-group/about,COLLABORATORS: THE HUMANITARIAN POLICY GROUP AT ODI; INTERNATIONAL COMMITTEE OF THE RED CROSS;,"AND THE HUMAN SECURITY DIVISION, SWISS FEDERAL DEPARTMENT OF FOREIGN AFFAIRS.https://www.fdfa.admin.ch/eda/en/fdfa/fdfa/organisation-fdfa/directorates-divisions/directorate-political-affairs/hsd.html","AND THE HUMAN SECURITY DIVISION, SWISS FEDERAL DEPARTMENT OF FOREIGN AFFAIRS.",-0.03,0.0,1,0,0,10.0,10.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,5,5,1
"AND THE HUMAN SECURITY DIVISION, SWISS FEDERAL DEPARTMENT OF FOREIGN AFFAIRS.https://www.fdfa.admin.ch/eda/en/fdfa/fdfa/organisation-fdfa/directorates-divisions/directorate-political-affairs/hsd.html","AND THE HUMAN SECURITY DIVISION, SWISS FEDERAL DEPARTMENT OF FOREIGN AFFAIRS.","The Centre for Humanitarian Datahttps://centre.humdata.org 'the Center', together with key partners, is publishing a series of eight","The Centre for Humanitarian Data ('the Center'), together with key partners, is publishing a series of eight",1.0,11.83,0,0,0,10.0,10.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,5,5,0
"The Centre for Humanitarian Datahttps://centre.humdata.org 'the Center', together with key partners, is publishing a series of eight","The Centre for Humanitarian Data ('the Center'), together with key partners, is publishing a series of eight",guidance notes on Data Responsibility in Humanitarian Action over the course of 2019 and 2020. The Guidance,guidance notes on Data Responsibility in Humanitarian Action over the course of 2019 and 2020. The Guidance,-0.03,0.0,1,0,1,10.0,10.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
guidance notes on Data Responsibility in Humanitarian Action over the course of 2019 and 2020. The Guidance,guidance notes on Data Responsibility in Humanitarian Action over the course of 2019 and 2020. The Guidance,"the series, the Centre aims to provide additional guidance on specific issues, processes and tools for data","the series, the Centre aims to provide additional guidance on specific issues, processes and tools for data",0.63,0.0,1,1,1,10.0,10.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
"the series, the Centre aims to provide additional guidance on specific issues, processes and tools for data","the series, the Centre aims to provide additional guidance on specific issues, processes and tools for data",responsibility in practice. This series is made possible with the generous support of the Directorate-General for,responsibility in practice. This series is made possible with the generous support of the Directorate-General for,-0.03,0.0,1,1,1,10.0,10.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
responsibility in practice. This series is made possible with the generous support of the Directorate-General for,responsibility in practice. This series is made possible with the generous support of the Directorate-General for,European Civil Protection and Humanitarian Aid Operations DG ECHO.,European Civil Protection and Humanitarian Aid Operations (DG ECHO).,-0.03,0.0,1,1,0,10.0,10.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,5,5,1
European Civil Protection and Humanitarian Aid Operations DG ECHO.,European Civil Protection and Humanitarian Aid Operations (DG ECHO).,This document covers humanitarian aid activities implemented with the financial assistance of the,This document covers humanitarian aid activities implemented with the financial assistance of the,1.33,80.26,0,0,1,10.0,9.0,-1.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,5,5,0
This document covers humanitarian aid activities implemented with the financial assistance of the,This document covers humanitarian aid activities implemented with the financial assistance of the,"European Union. The views expressed herein should not be taken, in any way, to reflect the official opinion","European Union. The views expressed herein should not be taken, in any way, to reflect the official opinion",-0.03,0.0,1,1,1,9.0,9.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,5,5,1
"European Union. The views expressed herein should not be taken, in any way, to reflect the official opinion","European Union. The views expressed herein should not be taken, in any way, to reflect the official opinion","of the European Union, and the European Commission is not responsible for any use that may be made of","of the European Union, and the European Commission is not responsible for any use that may be made of",-0.03,0.0,1,1,1,9.0,9.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
"of the European Union, and the European Commission is not responsible for any use that may be made of","of the European Union, and the European Commission is not responsible for any use that may be made of",the information it contains.,the information it contains.,-0.03,0.0,1,1,0,9.0,9.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
the information it contains.,the information it contains.,This project is co-funded,This project is co-funded,0.88,-91.54,0,0,0,9.0,7.65,-1.35,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,5,5,0
This project is co-funded,This project is co-funded,by the European Union,by the European Union,-0.03,0.0,1,0,0,7.65,7.65,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
by the European Union,by the European Union,THE CENTRE FOR HUMANITARIAN DATAhttps://centre.humdata.org/ DECEMBER 2020 5,THE CENTRE FOR HUMANITARIAN DATA,1.66,-0.5,1,0,0,7.65,8.0,0.35,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,5,5,1
